Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
16.5,0.068263916,104.799,1238.388,0.9266224547139812,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12.65,0.076198809,191.3846,2675.1844,0.8765027631761645,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
9.31,0.037923509,61.651,379.506,0.9288589943904129,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
6.115,0.007055292,188.653,3605.307,0.9339756863727481,24,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
20.1,0.054549098,193.782,1158.492,0.8740008571021917,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
17.7,0.042270751,162.521,4567.388,0.917823691307526,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13.5,0.017844609,81.396,1198.44,0.9249827920783723,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
9.195,0.086396038,79.0644,157.1288,1.5620926562132986,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
19.7,0.089083914,54.593,56.593,1.5560143826765351,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
20.0,0.057527544,43.1086,89.2172,1.562460915768678,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
8.93,0.028411899,152.334,2143.876,0.9221155325711421,19,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
20.25,0.011995271,184.5924,4997.4948,0.9995734243601687,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
16.75,0.032771033,192.3162,2308.9944,1.004720901175581,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
13.1,0.044281996,178.5318,3067.3406,1.0531946192381223,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
13.0,0.099325278,45.406,605.878,0.9222899126493381,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.98,0.075192072,56.0614,2597.2858,0.8704928742674839,38,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11.5,0.173516063,128.1652,2454.1388,0.9587417322865659,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
21.25,0.156012631,177.337,2822.992,1.0197501196837353,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
14.8,0.04487828,75.467,765.67,0.9249991188038564,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
14.5,0.063962842,263.1594,2616.594,0.9310779380587181,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
11.5,0.072994847,189.253,1328.271,0.9310779390620495,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9.695,0.113939434,160.2604,1901.5248,0.9219595412402743,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.39,0.120961347,143.847,4866.998,0.9275067623515872,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
11.3,0.066833743,257.2962,2330.9658,1.0006230337386648,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.1,0.020600553,147.5734,3414.8882,0.8760887582521572,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
16.0,0.090153756,143.2154,1418.154,0.9266904982457909,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
14.65,0.145951533,160.9552,162.4552,1.6311218117493782,38,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
11.35,0.06292013,88.9856,3515.424,0.8704928814450318,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15.0,0.154228739,107.3938,750.3566,1.0006230353420822,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.1,0.099839365,143.3786,1733.7432,0.9314298206453284,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
12.85,0.121914662,43.5428,615.1992,0.9257609285604776,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.555,0.034328578,110.1544,1230.3984,0.921522412598306,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
11.8,0.014144442,180.4344,535.3032,1.0188994977903012,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
8.51,0.052239735,141.947,2004.058,0.963661587528485,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
10.695,0.127727102,121.144,1917.504,0.8747287911975953,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.675,0.021666335,33.3874,1235.059,0.9990697384773308,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15.3,0.084749164,215.5218,4060.7142,0.8717428036930946,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
12.3,0.009364957,74.238,1171.808,0.8704929162511976,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15.2,0.0735265702,256.033,1281.665,0.8333333333333334,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
17.0,0.139521931,266.8884,5034.7796,0.9990697526908913,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.42,0.045068892,190.8872,945.436,1.5315372025682992,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5.94,0.029492018,188.0556,938.778,0.8782920778177383,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
12.35,0.09079985455555556,118.9124,3199.8348,0.9,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
14.5,0.106894492,260.4594,1046.6376,1.5560143997540654,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
20.7,0.169776346,184.4266,3688.532,0.8745633893120364,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
12.5,0.109900843,83.0592,743.0328,1.010716324687729,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5.88,0.030371121,101.799,1960.781,1.003139546568347,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20.35,0.054362695,117.9466,1649.8524,0.8764947268454948,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
19.1,0.038377013,211.5586,4432.2306,0.8704928781766532,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8.01,0.070533748,34.2532,467.3916,0.9334195348361972,14,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
6.65,0.087805788,126.7678,1907.517,0.9344070760803519,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8.645,0.021581922,53.3982,1209.7586,0.9294568160431991,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
15.5,0.143670179,48.4692,49.2692,1.4793704334979683,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
15.5,0.075904695,263.9568,4745.8224,0.8765027632707931,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6.215,0.049580407,227.4062,5191.2426,0.9382413966345583,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
6.67,0.216107535,86.8514,354.2056,1.666687286286101,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
9.8,0.090390357,192.1478,2324.9736,0.9288589912716829,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16.25,0.077790204,93.0804,2940.1728,0.9457175800847342,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17.6,0.026827052,47.8402,91.8804,1.4641166508871615,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
12.1,0.148612263,104.528,1384.864,1.0171919493701436,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.0,0.118791698,229.9694,4339.0186,0.8740008642412562,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
20.1,0.074931201,108.9228,1105.228,0.8782920698355414,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18.0,0.03901099,147.7418,4119.9704,0.9296326087938043,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
13.15,0.073251428,181.695,549.285,1.556014384982275,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
14.8,0.044840933,78.367,918.804,0.9242293490602307,36,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
11.8,0.076876046,33.1558,543.2928,0.8765027646356693,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16.75,0.060252433,170.7106,3079.9908,0.9942317108607609,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18.25,0.060342304,165.9526,1644.526,0.9347150116937514,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5.785,0.038756864,260.7252,6033.4796,0.929632599425967,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.305,0.07871639,183.5608,551.2824,1.4579266259002412,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
7.905,0.064011067,230.2694,4567.388,0.9288589862552766,36,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
8.785,0.025967624,119.9414,1462.0968,0.9513858474974052,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
9.195,0.048134591,107.7622,529.311,0.931077929629258,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
13.35,0.139426044,148.3392,3877.6192,0.9250903078152231,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
19.7,0.053178425,55.993,905.488,0.9288589873597767,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
10.195,0.106876976,146.7076,3842.9976,0.9270946369651571,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16.25,0.06729972233333334,90.2804,1653.8472,0.8181818181818182,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18.2,0.026064486,241.8196,4097.3332,0.9587417501723594,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
18.7,0.065872936,113.1886,111.1886,1.6046520301662508,38,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
7.945,0.015873285,161.321,2773.057,0.9988808258260837,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
11.5,0.045900448,118.9124,2844.2976,0.9207846277468953,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11.1,0.176182345,158.1604,1901.5248,0.9599142806496647,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17.5,0.015623754,182.6266,3135.2522,0.942847993652993,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
15.7,0.030686952,253.4724,1510.0344,0.9241603577782385,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15.5,0.103603094,143.547,1431.47,0.9268713951362956,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9.1,0.134393836,48.0718,47.2718,1.4641166633077591,25,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
14.15,0.035016754,245.3828,1705.7796,0.9370657507202588,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
11.65,0.059063036,172.0422,1379.5376,0.9275067560091346,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
17.2,0.012030747,166.6184,1155.8288,0.9237238558103613,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7.75,0.082861686,32.6558,679.116,0.92427931494472,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
20.75,0.083606565,178.8318,3608.636,0.9990697550697971,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
10.65,0.085482761,231.4668,3225.1352,0.9260469360513973,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18.7,0.037681448,111.0886,222.3772,0.917912813735887,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.35,0.099148485625,193.0504,2492.7552,0.8888888888888888,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.8,0.075996742,97.141,2799.689,0.8740008649299341,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16.7,0.026771204,246.3776,1981.4208,0.9368755220914813,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
17.35,0.056005781,99.2016,1518.024,1.0668525973402359,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
20.5,0.036110222,120.1756,2059.9852,0.9982383489018061,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
11.395,0.069574013,232.8616,2812.3392,0.8745633902669377,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.44,0.025583714,239.1538,480.7076,0.8782920752300452,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20.25,0.012063121,183.5924,2406.2012,1.0052274072374907,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
7.5,0.096333029,57.8588,1145.176,1.0189507295314233,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
9.695,0.128805815,224.0404,5851.0504,0.8782920672173022,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7.5,0.03269312,238.7906,4040.7402,0.8731863720471715,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16.75,0.024848788,39.9822,746.3618,0.9328695570343555,19,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
9.5,0.035205866,171.3448,2386.2272,0.931077934638106,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
20.7,0.09261307,76.367,306.268,0.9591250525981512,36,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
11.6,0.041112694,142.0154,850.8924,0.9627871757154718,14,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
6.575,0.075507758,146.4444,1596.5884,0.9990697499272424,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12.35,0.059110912,199.3426,395.4852,1.619112725672374,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
19.25,0.03467086,141.8496,2399.5432,0.9215223937809652,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
20.35,0.060649213,232.7616,2812.3392,0.9288589942557993,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
8.3,0.030274175,98.5384,1872.2296,0.8623408381692206,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
4.555,0.060154968,110.1544,111.8544,1.6148105884588024,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
10.3,0.027292686,101.2042,396.8168,0.9982383503717569,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
12.6,0.03150851,170.5764,3779.0808,0.8740008600009289,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
17.6,0.076431919,113.2202,2025.3636,0.8782920689873227,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
8.75,0.074743226,187.6556,5257.1568,1.0156689823372647,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17.75,0.030929289300000003,139.9838,1966.7732,0.9090909090909092,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10.8,0.049478259,245.4144,3675.216,1.010103067153229,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5.655,0.085757338,164.75,1498.05,0.965526513026121,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
16.35,0.020579897,52.1324,934.7832,0.8760887537860751,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8.71,0.212293753,92.2778,469.389,1.5263660642867447,38,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
16.7,0.038528228,143.9102,1749.7224,0.999069737205282,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
18.35,0.030542489,193.1162,2693.8268,0.9237238314614187,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18.35,0.173527068,92.0462,277.6386,1.5315372023882916,38,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
17.0,0.052421981,123.773,1231.73,0.8782920646770744,14,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
13.6,0.117874024,193.6136,4471.5128,0.931517924773917,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
9.895,0.060067115,230.6642,4647.284,0.9334840401695824,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12.5,0.031176157,103.099,722.393,0.8782920672426668,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7.93,0.004780437333333333,121.8414,2802.3522,0.8181818181818182,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12.15,0.026010729,119.144,2157.192,1.0205056915294504,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
20.85,0.039555016,116.8808,820.2656,0.95013984907459,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
20.5,0.036133463,120.1756,3392.9168,0.9988808278504768,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
19.35,0.082250863,48.7034,534.6374,0.9294568207368601,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17.1,0.073997843,207.0638,4969.5312,0.9242293552083076,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
18.25,0.012300013,160.4894,3073.9986,0.9241603819792088,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16.75,0.029799965,39.1822,314.2576,1.0010958863405794,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
19.6,0.094308058,251.8698,3551.3772,0.9237238311398066,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9.395,0.171422166,139.1838,1685.8056,0.8765027633941699,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7.27,0.071222087,113.5518,569.259,0.9241603497087073,21,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12.65,0.133144259,190.8846,191.0846,1.5315372044009623,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
8.6,0.032621545,143.2154,2127.231,0.9296326021069122,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
18.25,0.01520491,197.2084,4166.5764,0.9284386838420905,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
